"","Day","AGE","Price","Delivery time"
"476",11,58,3101,16
"477",24,33,838.725830441249,20
"478",29,72,10621.5022310362,47
"479",29,87,128,5
"480",3,65,592.880515617253,18
"481",20,49,260.451,5
"482",13,70,463.038,5
"483",18,75,440.4375,4
"484",11,36,4798.63030602172,14
"485",24,65,6262.10312345067,96
"486",6,60,272.209221616262,19
"487",14,68,273.812097174021,17
"488",17,55,11341.0125,16
"489",29,88,9356.2682201289,29
"490",4,37,68153.4,12
"491",19,47,73665.234,19
"492",10,61,23250.0168567179,40
"493",30,59,37969.6707982152,41
"494",30,55,160.079325731284,19
"495",1,58,6504.22310361924,86
"496",25,57,593.637084779375,17
"497",25,19,31757.7372335151,45
"498",25,36,233.307008884501,13
"499",10,85,3400.04957858205,86
"500",30,42,44866.9469509172,49
"501",18,37,338.503718393654,17
"502",2,58,935.927119484383,18
"503",22,58,8528.66633614279,82
"504",25,28,48,5
"505",8,71,6867.9831432821,48
"506",27,67,230.454995054402,5
"507",21,37,846.256817055032,18
"508",28,97,2492.53701875617,13
"509",12,100,76008.156,15
"510",3,43,34501.2394645513,43
"511",7,47,2443.45066931086,118
"512",5,44,7538.07040158651,47
"513",3,39,682.029747149232,18
"514",26,67,942.93406048587,18
"515",12,28,527.218163869694,16
"516",8,57,668.64154685176,18
"517",7,49,265.367,5
"518",29,48,5507.72930094199,105
"519",5,49,113.456,5
"520",23,22,403.200791295747,5
"521",8,75,486.240356083086,5
"522",15,26,46571.0778383738,50
"523",19,36,1636.76209279368,15
"524",29,63,147.679,5
"525",23,92,452.5875,5
"526",16,48,7782.57213683689,43
"527",28,49,392.656,5
"528",27,45,3628.79821517105,84
"529",3,78,1182.31293188549,15
"530",26,44,569.358,5
"531",21,51,184.275,5
"532",18,73,141.069905800694,17
"533",27,57,12618.6415468518,43
"534",15,33,709.103123450669,18
"535",13,98,275.128,5
"536",22,103,3513.52813425469,18
"537",23,105,335.303,4
"538",21,81,3942,13
"539",15,20,41331.4814080317,51
"540",1,55,214.756,6
"541",29,36,91022.577,22
"542",14,71,7069.40406544373,100
"543",12,86,878.262586377098,14
"544",30,40,321.159147248389,19
"545",16,34,46139.8458106098,61
"546",4,89,4743,16
"547",15,78,2024.00049358342,19
"548",12,56,2732.88252714709,16
"549",20,37,46365.6529499256,47
"550",9,37,991.562191510365,16
"551",22,29,4658.78381046397,13
"552",2,69,86.0425321463897,3
"553",26,55,1516.00098716683,19
"554",13,72,43375.6856717898,48
"555",20,77,251.8635,5
"556",26,28,38263.8274665345,42
"557",17,83,62091.183,18
"558",3,103,534.6,5
"559",24,69,417.13,6
"560",6,63,23698.004,16
"561",24,68,2383.8228035538,17
"562",27,77,300.148735746158,18
"563",1,77,661.673247778875,18
"564",1,98,1658.36130306022,15
"565",26,24,14844.3559742191,29
"566",6,91,1511,16
"567",6,72,1833.5538005923,18
"568",2,44,46205.2553296976,44
"569",28,72,1454.23494570582,15
"570",1,77,4400.65153010859,13
"571",26,42,37869.6440257809,47
"572",20,34,2516.98165592464,90
"573",1,65,592.707305034551,13
"574",22,21,25183.9469509172,31
"575",11,74,1786.23494570582,17
"576",5,68,1443.4298463064,79
"577",14,53,25526.587,17
"578",1,43,1430.46100691017,21
"579",11,67,529.276,6
"580",10,75,1943.11846001974,11
"581",16,73,638.316311353495,16
"582",28,60,499.48140803173,103
"583",2,33,979.38720872583,19
"584",3,84,8365.93356470005,115
"585",1,62,295.145895153314,4
"586",22,84,543.918,5
"587",13,65,287.14193867458,6
"588",27,60,48076.2716906296,40
"589",7,71,35373.563,18
"590",20,96,46154.8125,14
"591",3,103,477.123,5
"592",29,70,4246.90276406713,8
"593",18,79,305.150840751731,4
"594",10,30,41947.7868120972,43
"595",28,53,508.497532082922,16
"596",3,44,312.5535,6
"597",19,71,441.563672260612,15
"598",17,50,3118.18904244817,17
"599",5,24,448,4
"600",18,57,7016.95091720377,40
"601",6,55,26886.4362915221,34
"602",4,41,572.283589489341,17
"603",5,44,42590.69,19
"604",27,99,10434.9489340605,32
"605",8,67,494.73293768546,6
"606",2,77,144.5015,4
"607",5,31,11724.2047595439,58
"608",4,38,4377.83810463968,17
"609",19,32,80191.284,21
"610",30,80,167.909,6
"611",18,47,32871.8641546852,45
"612",15,34,84927.04,14
"613",8,65,315.623145400593,4
"614",22,69,186.907517309594,5
"615",26,49,4628.54886475814,9
"616",4,49,164.081308874566,20
"617",21,67,130.2255,5
"618",29,55,294.6375,5
"619",18,82,4398.93385982231,24
"620",11,42,109.1078140455,5
"621",20,76,13803.1323748141,38
"622",11,27,429.512,4
"623",25,61,4348.70286278381,19
"624",15,68,3819.44422507404,14
"625",10,63,2806.22704837117,14
"626",30,81,555.124,6
"627",10,86,1057.17649975211,88
"628",4,21,57202.308,18
"629",30,40,3029.98661378285,55
"630",18,74,37456.1036192365,33
"631",17,45,13218.720872583,25
"632",18,25,316.156668319286,18
"633",8,29,4183.07288051562,45
"634",12,87,4964.09476801579,8
"635",13,56,180.8795,4
"636",21,85,44803.636,21
"637",17,79,35390.0446207238,44
"638",16,40,670.318294496777,18
"639",9,49,4611.72260612043,14
"640",29,73,2212.65245413981,48
"641",20,25,776.384729796728,17
"642",1,49,4561.49259624877,18
"643",6,55,765.379276152702,16
"644",28,47,3610.06860809477,19
"645",2,102,995.523692003949,18
"646",4,77,171.53,5
"647",8,78,286.565776458952,4
"648",9,74,2727.54343534057,15
"649",5,76,26130.3718393654,40
"650",21,44,7549.74119980169,80
"651",6,22,360.213,5
"652",21,87,4059.9684106614,16
"653",5,29,1188.58899355478,79
"654",19,39,751.487357461577,17
"655",22,91,464.7375,5
"656",1,40,5062.0143777888,24
"657",30,42,6169.16212196331,50
"658",8,60,1394.24185587364,13
"659",23,64,426.842729970326,4
"660",6,33,167.330365974283,6
"661",3,26,211.208704253215,5
"662",14,51,293.145265245414,18
"663",2,90,4520.29664363277,13
"664",17,45,22891.690629648,45
"665",25,72,370.266073194857,4
"666",30,59,32284.9811601388,53
"667",22,65,445.880316518299,3
"668",1,85,1845.08884501481,22
"669",22,36,740.288547347546,15
"670",11,25,625.929598413485,18
"671",1,44,218.808,5
"672",18,24,6109.02726822013,39
"673",22,57,527.22,5
"674",25,39,60536.828,15
"675",12,71,62147.8485,20
"676",19,81,27854.0406544373,47
"677",30,75,530.812,5
"678",7,82,87217.96,19
"679",22,77,185.908011869436,4
"680",18,62,821.244422409519,18
"681",24,71,279.036,5
"682",8,51,6374.76351016361,35
"683",11,82,153.9,5
"684",14,23,570.692612791274,16
"685",13,31,4489.34254689042,15
"686",12,53,397.716,5
"687",25,29,8698.61675756073,32
"688",12,25,2364.66337611056,18
"689",12,27,5509.62419434804,86
"690",28,80,1381.58193484699,13
"691",10,51,2777.88055281343,16
"692",24,80,355.872,5
"693",11,78,41384.4942984631,55
"694",16,55,407.03,5
"695",4,65,4647,21
"696",8,53,139.518,5
"697",17,61,154.610808130887,19
"698",25,54,6959.77491323748,93
"699",26,43,5803.21170054536,45
"700",24,23,61705.172,17
"701",20,59,606.4875,6
"702",23,80,280.1855,5
"703",5,80,314.621167161226,5
"704",26,26,478.136,6
"705",10,45,4013.83044124938,114
"706",25,37,3347.6256817055,103
"707",3,68,311,6
"708",12,65,7439.68666336143,39
"709",26,32,64227.239,13
"710",30,80,2213.52369200395,22
"711",8,48,2963.93604362915,82
"712",17,76,40947.5622211205,40
"713",7,80,3000.55034550839,18
"714",30,42,556.551313832424,16
"715",22,83,3488.90375123396,15
"716",15,64,8502.21318790283,95
"717",25,61,6645.29300941993,97
"718",26,76,2134.83415597236,16
"719",20,64,444.439169139466,6
"720",15,72,1030.42744323791,19
"721",1,50,4082,18
"722",9,43,924.458106098166,95
"723",20,22,222.669139465875,5
"724",2,31,220.725,5
"725",21,74,3363.67818361303,9
"726",28,30,548.815071888944,18
"727",11,42,359.204,6
"728",16,33,39238.027764006,44
"729",5,47,4550.21318790283,134
"730",9,54,899.223599405057,18
"731",8,53,5946.9469509172,99
"732",3,77,844.58292201382,18
"733",23,41,181.269211700545,19
"734",9,77,13685.8423401091,38
"735",10,22,882.181457610312,17
"736",12,100,435.645400593472,6
"737",13,98,4739,15
"738",20,54,26273.7125,17
"739",6,66,493.368,5
"740",22,31,33955.8403569658,42
"741",5,35,354.3345,5
"742",29,34,159.314540059347,4
"743",21,32,3368.33663857214,34
"744",10,85,2523.25814412636,11
"745",15,78,335.166088249876,18
"746",30,44,2798.84945705824,15
"747",23,47,20027.9692612791,44
"748",21,71,489.242439266237,18
"749",29,49,796.755577590481,18
"750",21,23,39827.149231532,47
"751",23,40,623.926623698562,18
"752",21,36,3582.6256817055,91
"753",16,58,1331.36623889437,17
"754",28,49,369.642042637581,19
"755",27,82,222.989,5
"756",15,45,50153.63,17
"757",7,76,168.749753208292,11
"758",16,34,28875.1502231036,52
"759",18,75,4341.2596248766,16
"760",18,47,207.486673247779,18
"761",27,54,49478.534,15
"762",2,63,373.291026276648,17
"763",8,72,692.370352007933,18
"764",11,74,899.445711452652,19
"765",10,35,529.0145,4
"766",1,97,38.0563798219585,6
"767",1,42,481.474,5
"768",18,69,4143.36886465047,35
"769",28,39,756.626357354393,15
"770",12,93,2394.07699901283,15
"771",24,49,1813,11
"772",13,58,274.67922657412,17
"773",2,68,36218.2607833416,29
"774",13,60,1684.83168805528,19
"775",29,67,84608.26,15
"776",16,63,437.566765578635,7
"777",6,47,3653.42588001983,49
"778",27,65,406.6038671294,17
"779",17,41,5202.57808626673,112
"780",11,35,50305.508,15
"781",7,70,9050.44124938027,31
"782",29,29,620.841348537432,106
"783",27,39,426.642,4
"784",5,57,4808.62537018756,15
"785",29,36,43865.0991571641,34
"786",21,53,483.79,5
"787",4,40,183,6
"788",26,39,3401.58440276407,13
"789",7,69,701.347545860188,19
"790",5,65,48853.0173525037,27
"791",22,44,996.493802677243,17
"792",27,64,133.867457962413,5
"793",5,98,33929.7243430838,43
"794",28,88,1845.68311944719,15
"795",25,27,15467.2473971244,42
"796",25,53,219.21715418939,18
"797",16,48,1888.73822508676,92
"798",9,26,8198.17550818047,31
"799",21,57,4245.38993089832,17
"800",29,26,29164.7233515121,55
"801",22,91,679.680713931582,107
"802",27,20,7205.57064947942,28
"803",21,62,21538.6802181458,21
"804",7,81,464.508,5
"805",19,31,11887.148,18
"806",11,80,288.142433234421,4
"807",13,39,1287.89437314906,17
"808",21,51,134.197,4
"809",29,45,596.068,5
"810",7,71,3859,14
"811",22,39,2639.30788299455,102
"812",19,31,41842.8765493307,38
"813",19,61,34384.259,14
"814",9,59,13975.8955,15
"815",19,90,735.544916090819,13
"816",19,66,320.9625,5
"817",11,20,9738.64700049579,34
"818",14,52,11424.5116509668,45
"819",15,30,4961.09772951629,14
"820",19,47,573.237,5
"821",21,27,5204.30044620724,110
"822",2,80,7126.5314823996,97
"823",17,33,34026.5344571145,51
"824",4,35,3490.09575518263,15
"825",9,33,58.9708209693373,4
"826",24,86,283.018756169793,14
"827",26,48,329.163113534953,18
"828",16,60,58.028684470821,6
"829",16,77,18188.0118988597,46
"830",27,57,596.657,5
"831",27,90,4828.26011846002,14
"832",7,57,1822.1994076999,18
"833",7,63,957.783837382251,16
"834",12,84,320.841246290801,5
"835",2,71,2257.46802181458,107
"836",14,39,2425.99802566634,16
"837",7,86,2865.58489634748,17
"838",8,27,16771.743182945,52
"839",26,23,473.148,5
"840",26,83,3304.82379072063,12
"841",13,82,2873.58094768016,16
"842",17,41,11253.9930589985,35
"843",4,95,1666,19
"844",29,92,1547.40375123396,18
"845",20,27,3230.60089241448,96
"846",4,89,419,6
"847",15,50,7921.49429846306,107
"848",15,75,1033.95459032577,12
"849",20,55,7103.54982647496,84
"850",19,60,582.336,5
"851",26,76,3222.62487660415,13
"852",2,75,3490.63178677196,12
"853",9,40,34986.2171541894,48
"854",22,39,4185.07387208726,86
"855",29,25,248.753709198813,5
"856",1,56,3168.43534057256,15
"857",15,74,364.971,5
"858",15,35,341.348537431829,18
"859",4,63,305.452522255193,7
"860",22,36,4745.31095755183,14
"861",25,79,491.6265,5
"862",12,70,4117,13
"863",1,63,3065.45409674235,16
"864",11,44,578.286564204264,18
"865",6,89,8968.7511155181,89
"866",2,78,525.228,5
"867",29,30,84,3
"868",14,77,2676.38993089832,11
"869",13,48,704.045612295488,107
"870",4,37,1737.28331688055,18
"871",5,72,578.578,5
"872",24,64,385.809099901088,6
"873",19,47,43425.908775409,51
"874",14,75,209.10361923649,17
"875",26,66,188.093207734259,17
"876",3,36,32010.9405,17
"877",11,61,179.910979228487,4
"878",20,57,19685.9628160635,41
"879",6,63,293.013386217154,17
"880",16,99,183.090504451039,7
"881",23,75,6377.16013882003,105
"882",29,33,16856.8824987605,47
"883",7,49,50888.895,21
"884",6,87,398.137,4
"885",27,75,763.014377788795,19
"886",3,42,895.53792761527,20
"887",6,79,444.4,5
"888",23,69,7422.02280614774,86
